Player,Country,Agents,NumAgents,Rnd,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
phi,UN,"omen, sova",2,67,142,0.57,61%,90.6,0.43,0.55,0.09,0.13,20%,,0/5,11,29,51,37,6,9
rainbowbunny,AU,"omen, fade, sage",3,63,169,0.71,56%,96.8,0.59,0.27,0.14,0.25,20%,17%,01-Jun,14,37,52,17,9,16
murizzz,BR,"breach, deadlock, vyse",3,254,139.5,0.61,59%,94.8,0.48,0.22,0.04,0.09,27%,9%,Mar-35,20,121,197,56,11,23
Sigmundr,NO,"chamber, sova, fade",3,123,147.8,0.67,63%,101.2,0.53,0.24,0.11,0.07,13%,29%,Apr-14,17,65,97,29,13,9
xaan,PE,"fade, sova, clove",3,141,144.8,0.58,55%,101.3,0.47,0.25,0.04,0.08,25%,7%,Feb-29,15,66,114,35,5,11
Solédad,FR,"sage, breach, yoru",3,84,140.5,0.67,56%,92.6,0.5,0.17,0.04,0.18,47%,13%,01-Aug,12,42,63,14,3,15
Cille,DK,"sova, skye, breach",3,459,134.5,0.61,64%,91.6,0.45,0.23,0.05,0.09,29%,17%,Jun-35,17,207,342,107,22,41
Pixie,CH,"jett, raze",2,72,167.5,0.67,58%,114.5,0.58,0.18,0.1,0.32,28%,33%,01-Mar,18,42,63,13,7,23
Pinelli,BR,"skye, vyse, cypher",3,169,137.1,0.65,60%,95.7,0.53,0.22,0.05,0.12,34%,5%,Jan-20,21,90,138,37,8,21
ruso,AR,neon,1,37,159.5,0.71,65%,99.3,0.59,0.16,0.14,0.3,30%,,0/1,11,22,31,6,5,11
wambini,DE,"omen, killjoy, vyse",3,293,143,0.67,62%,93.9,0.51,0.17,0.07,0.14,35%,8%,Mar-39,18,150,225,49,20,42
GreenPuzzles,DE,"raze, jett, iso",3,275,160.8,0.7,57%,98.5,0.57,0.12,0.09,0.17,25%,8%,Feb-24,22,156,222,34,24,46
nobu,VN,"sova, viper, clove",3,74,156,0.66,62%,113.2,0.57,0.19,0.04,0.05,30%,15%,Feb-13,15,42,64,14,3,4
deadnunu,PA,omen,1,57,149.7,0.63,56%,99.5,0.54,0.3,0.02,0.12,39%,13%,01-Aug,15,31,49,17,1,7
syd89,PH,"clove, breach",2,44,149,0.61,66%,93.6,0.57,0.25,0.09,0.07,33%,17%,01-Jun,14,25,41,11,4,3
blossom,US,"omen, viper",2,39,159.5,0.53,49%,118.4,0.46,0.26,0.05,0.21,14%,13%,01-Aug,12,18,34,10,2,8
Zone,UN,breach,1,37,143,0.53,59%,93.4,0.43,0.3,0.03,0.11,29%,,0/3,9,16,30,11,1,4
Leo,DE,"raze, omen",2,111,166.2,0.67,62%,109.6,0.55,0.28,0.08,0.16,23%,,0/10,16,61,91,31,9,18
LUCIF,IT,killjoy,1,78,138,0.67,59%,91.8,0.5,0.12,0.04,0.09,26%,,0/11,17,39,58,9,3,7
Zenpa,UN,jett,1,38,184,0.67,61%,128.3,0.58,0.21,0.08,0.21,29%,,0/7,14,22,33,8,3,8
Precyse,US,"fade, sova",2,33,154,0.57,45%,94.8,0.48,0.15,0.03,0.09,39%,,0/6,10,16,28,5,1,3
Mawyk,AR,"sova, breach, omen",3,154,137.8,0.56,57%,90.1,0.46,0.29,0.05,0.12,22%,25%,Apr-16,15,71,126,44,8,18
z0graf,UN,"reyna, phoenix, chamber",3,130,147.9,0.62,46%,105.7,0.53,0.11,0.07,0.14,34%,21%,May-24,20,69,111,14,9,18
Blacktail,UN,"cypher, sova",2,41,152.5,0.54,66%,115.3,0.46,0.34,0.02,0.02,16%,,0/8,11,19,35,14,1,1
Evb6sfF4,UN,"gekko, deadlock",2,66,133,0.67,64%,95.3,0.48,0.18,0.08,0.05,33%,14%,01-Jul,15,32,48,12,5,3
Wissite1,FR,fade,1,46,142.5,0.61,72%,92.3,0.43,0.46,0.09,0.07,35%,,0/3,13,20,33,21,4,3
heartless,CA,"fade, sova",2,45,159,0.69,60%,106.9,0.56,0.22,0.04,0.13,28%,,0/3,16,25,36,10,2,6
Urango,BR,"tejo, killjoy, breach",3,345,144.2,0.62,60%,99.5,0.51,0.2,0.04,0.13,28%,14%,May-35,22,175,281,69,14,46
Parad0xe,UN,viper,1,26,158,0.64,58%,114.6,0.54,0.23,0.04,0.04,31%,,0/4,14,14,22,6,1,1
Wu5,TW,"neon, kayo",2,52,184.3,0.66,63%,115.5,0.6,0.25,0.13,0.13,24%,,0/7,11,31,47,13,7,7
Lu,UN,"cypher, killjoy, raze",3,142,153.6,0.61,51%,104.5,0.53,0.11,0.07,0.08,25%,11%,Apr-37,16,75,122,16,10,12
Xena,KR,neon,1,39,158,0.61,62%,106.1,0.49,0.18,0.23,0.15,27%,,0/1,12,19,31,7,9,6
kaiser,UN,"breach, iso",2,32,187,0.63,75%,120.4,0.59,0.28,0.03,0.06,21%,,0/6,12,19,30,9,1,2
Julie,UN,fade,1,24,135,0.65,58%,86.3,0.46,0.25,0,0.13,28%,,0/1,11,11,17,6,0,3
tricky,IN,"neon, yoru, jett",3,322,164,0.73,62%,105.2,0.57,0.16,0.11,0.19,29%,13%,Mar-24,20,184,251,52,34,60
SunZu,UN,omen,1,34,154,0.66,68%,96.6,0.56,0.38,0.03,0.15,33%,50%,02-Apr,12,19,29,13,1,5
B3LLA,RS,"omen, sova",2,36,124.5,0.45,47%,96.4,0.36,0.39,0.03,0.06,21%,,0/10,7,13,29,14,1,2
Dong,TW,"sova, fade, omen",3,53,132,0.5,47%,95.8,0.42,0.15,0.04,0.11,29%,13%,Feb-16,11,22,44,8,2,6
colex,MN,"raze, jett, neon",3,70,181.3,0.65,49%,115.5,0.56,0.2,0.09,0.21,19%,,0/4,13,39,60,14,6,15
Hori,GT,neon,1,52,185.5,0.8,67%,116,0.67,0.13,0.21,0.27,21%,,0/1,23,35,44,7,11,14
Sol,UN,"brimstone, omen",2,32,152.5,0.54,44%,108.8,0.47,0.16,0.09,0.13,40%,20%,01-May,12,15,28,5,3,4
Krazo,MN,"iso, fade",2,37,171,0.61,54%,110.2,0.54,0.24,0.16,0.16,29%,,0/2,11,20,33,9,6,6
Lilac,UN,breach,1,66,140.3,0.6,64%,95.2,0.45,0.3,0,0.08,33%,,0/7,12,30,50,20,0,5
Mathias,BR,"neon, yoru, raze",3,91,184.8,0.7,62%,117.1,0.6,0.21,0.12,0.24,26%,,0/3,17,55,79,19,11,22
zotti,UN,neon,1,30,190.5,0.74,67%,118.1,0.67,0.13,0.2,0.23,35%,,0/1,11,20,27,4,6,7
azaziN,ES,"jett, waylay",2,39,159,0.76,69%,102.1,0.49,0.23,0.15,0.18,25%,,0/1,11,19,25,9,6,7
iDex,BE,"fade, sova",2,85,165.3,0.59,60%,114.7,0.51,0.24,0.05,0.11,34%,14%,01-Jul,13,43,73,20,4,9
drakz,BR,"jett, yoru",2,79,160.8,0.67,61%,119.5,0.58,0.14,0.1,0.22,46%,,0/5,17,46,69,11,8,17
CoJamPhilly,UN,cypher,1,30,151.5,0.56,57%,96.9,0.5,0.27,0.1,0.07,17%,,0/12,12,15,27,8,3,2
Dazeryuf,AU,"reyna, jett, iso",3,79,164.8,0.6,62%,101.5,0.52,0.25,0.08,0.25,20%,25%,02-Aug,24,41,68,20,6,20
nex1SphiX,MN,"deadlock, omen, viper",3,49,170.3,0.59,53%,110.7,0.55,0.24,0.08,0.08,30%,,0/11,11,27,46,12,4,4
Kip,CA,"cypher, breach",2,37,128,0.5,62%,86.2,0.38,0.27,0,0.11,32%,14%,01-Jul,7,14,28,10,0,4
cooliousu,UN,"vyse, omen, cypher",3,74,123,0.56,68%,92.1,0.42,0.35,0.05,0.07,32%,,0/14,14,31,55,26,4,5
Juja,UA,"omen, breach, yoru",3,78,141.3,0.57,65%,96.5,0.47,0.32,0.09,0.12,19%,9%,01-Nov,16,37,65,25,7,9
f0ncho,VE,"viper, omen, astra",3,78,124.8,0.56,55%,81.3,0.44,0.15,0.01,0.1,39%,,0/16,13,34,61,12,1,8
p0tatoaimer,PH,"killjoy, omen",2,44,154,0.53,59%,111.5,0.45,0.41,0.02,0.07,18%,17%,01-Jun,14,20,38,18,1,3
Aerodynamic,US,"cypher, killjoy",2,34,152,0.64,44%,103.7,0.53,0.06,0.09,0.15,22%,,0/3,11,18,28,2,3,5
MrMint,LK,"clove, brimstone",2,37,178,0.59,51%,122.3,0.59,0.49,0.03,0.11,29%,,0/4,15,22,37,18,1,4
syn,UN,"jett, raze",2,36,172.5,0.66,53%,116.8,0.58,0.14,0.06,0.28,29%,,0/4,11,21,32,5,2,10
yAime,UN,"vyse, killjoy",2,38,145.5,0.65,55%,107.7,0.53,0.05,0,0.16,26%,25%,02-Aug,14,20,31,2,0,6
Pristiined,UN,"omen, deadlock, vyse",3,77,147.8,0.64,58%,100.9,0.53,0.18,0.06,0.14,24%,15%,Feb-13,13,41,64,14,5,11
Nokii,EG,"astra, viper, omen",3,103,130.6,0.62,67%,86.4,0.46,0.34,0.06,0.11,29%,,0/7,12,47,76,35,6,11
LBY,TH,"omen, viper",2,82,129.3,0.65,61%,87.9,0.49,0.21,0.04,0.11,27%,7%,Jan-14,14,40,62,17,3,9
InSanie,CL,"vyse, killjoy",2,35,162.5,0.62,60%,115.8,0.51,0.11,0.11,0.09,19%,,0/6,10,18,29,4,4,3
darKKKKKKKKKKKKK,ES,"raze, jett",2,34,161,0.63,56%,112.7,0.5,0.09,0.09,0.15,20%,,0/4,10,17,27,3,3,5
Dederixa,PL,"breach, yoru",2,120,145.8,0.63,59%,100.3,0.52,0.3,0.08,0.15,35%,,0/13,21,62,98,36,9,18
mediKa,DE,"fade, breach, kayo",3,155,127.6,0.53,66%,83,0.4,0.45,0.05,0.08,22%,14%,Feb-14,12,62,116,69,7,13
MIKE,RS,"breach, viper, omen",3,145,145.6,0.56,59%,100.7,0.45,0.27,0.06,0.13,18%,,0/18,13,65,117,39,8,19
ABATMAN,PH,"cypher, killjoy",2,51,162,0.66,55%,106.3,0.57,0.12,0.12,0.1,34%,20%,01-May,17,29,44,6,6,5
nomnomnomnomnom,ID,"killjoy, yoru",2,32,169,0.64,56%,113,0.56,0,0.09,0.16,27%,,0/6,9,18,28,0,3,5
Jia,PH,"viper, vyse, cypher",3,81,174.5,0.73,60%,118.2,0.59,0.3,0.07,0.12,24%,15%,Feb-13,17,48,66,24,6,10
Merlindz,TH,breach,1,21,131,0.44,57%,86.9,0.38,0.57,0.05,0.19,44%,,0/2,8,8,18,12,1,4
Hale,UN,"reyna, clove",2,30,115,0.62,60%,77.9,0.43,0.07,0.03,0.27,52%,,0/2,11,13,21,2,1,8
Lily,IT,"cypher, killjoy",2,187,128.1,0.63,60%,87.2,0.45,0.18,0.04,0.07,30%,13%,Feb-16,14,85,135,34,8,14
Harmful,PK,"reyna, chamber, jett",3,68,171.3,0.61,49%,104.5,0.54,0.19,0.09,0.22,23%,,0/5,19,37,61,13,6,15
Trendy,MX,"fade, sova",2,71,138.8,0.6,59%,89.6,0.48,0.25,0,0.04,21%,14%,Feb-14,11,34,57,18,0,3
Sushi,CA,"yoru, neon, raze",3,114,169.2,0.65,55%,115,0.57,0.18,0.07,0.17,15%,10%,01-Oct,15,65,100,21,8,19
Vecious,MX,"killjoy, cypher, viper",3,78,144.5,0.66,55%,100.4,0.55,0.09,0.05,0.09,33%,23%,Mar-13,19,43,65,7,4,7
JustAidan,UN,omen,1,33,167.5,0.57,58%,104.3,0.52,0.21,0.03,0.15,17%,,0/7,12,17,30,7,1,5
richie,US,"vyse, cypher",2,87,119.3,0.53,63%,80.6,0.38,0.21,0.11,0.06,28%,11%,01-Sep,11,33,62,18,10,5
In0X,IS,"gekko, breach, kayo",3,106,133.6,0.57,58%,80.2,0.44,0.26,0.08,0.17,32%,29%,02-Jul,16,47,83,28,9,18
Skroxx,FR,"fade, sova",2,32,153.5,0.62,63%,100,0.5,0.16,0.03,0.13,31%,,0/3,8,16,26,5,1,4
Polkan,RU,"iso, omen, breach",3,195,148.3,0.57,64%,99.4,0.49,0.28,0.06,0.12,42%,9%,Feb-22,20,96,167,54,12,23
MSR,UN,jett,1,59,129.7,0.64,61%,91.1,0.47,0.07,0.08,0.1,28%,,0/2,15,28,44,4,5,6
Alexx,CA,"killjoy, vyse, cypher",3,87,134,0.64,66%,98.1,0.49,0.16,0.02,0.1,30%,11%,Feb-19,15,43,67,14,2,9
FELECIA,UN,omen,1,31,148,0.57,55%,97,0.52,0.32,0,0.1,17%,14%,01-Jul,14,16,28,10,0,3
exia,DE,breach,1,20,153,0.65,55%,94.2,0.55,0.25,0,0,40%,,0/2,11,11,17,5,0,0
BongoHead,IT,sova,1,36,156.5,0.7,53%,95.1,0.58,0.11,0.06,0.11,37%,,0/6,12,21,30,4,2,4
Tub,MY,"sova, fade",2,137,144.4,0.58,60%,99.5,0.46,0.2,0.01,0.09,18%,7%,Jan-14,16,63,108,28,2,13
Zeraora,CA,"iso, jett",2,34,182,0.62,62%,121.4,0.62,0.12,0.15,0.21,48%,,0/3,11,21,34,4,5,7
Exi,UN,omen,1,33,132.5,0.48,61%,90.1,0.42,0.3,0.03,0.12,33%,,0/3,11,14,29,10,1,4
astr0,PH,cypher,1,44,177.5,0.66,50%,123,0.57,0.16,0.07,0.07,35%,17%,01-Jun,14,25,38,7,3,3
Irina,ES,omen,1,73,142,0.63,56%,97.2,0.53,0.23,0.04,0.19,33%,,0/6,19,39,62,17,3,14
Noemium,ES,"jett, raze, neon",3,149,169.8,0.61,60%,123,0.54,0.19,0.11,0.19,25%,7%,Jan-15,21,80,132,29,17,29
go1den7,US,"viper, omen, brimstone",3,160,137.1,0.55,60%,93.9,0.47,0.23,0.04,0.11,23%,3%,Jan-32,15,75,136,37,6,17
Ericcy,US,"vyse, cypher",2,34,159.5,0.65,53%,106.7,0.59,0.12,0.06,0.09,31%,,0/5,10,20,31,4,2,3
Austinair,US,"sova, vyse",2,105,142,0.6,66%,93.8,0.46,0.23,0.04,0.1,15%,23%,Mar-13,11,48,80,24,4,10
shir0,SG,"killjoy, cypher",2,30,146,0.48,60%,112.3,0.43,0.13,0.07,0.03,27%,,0/8,8,13,27,4,2,1
madanix,CA,cypher,1,38,131,0.55,50%,89.6,0.47,0.13,0.03,0.13,23%,8%,Jan-13,11,18,33,5,1,5
Hana,JP,"vyse, sova",2,56,148.5,0.71,55%,107.1,0.52,0.14,0.07,0.18,29%,,0/5,18,29,41,8,4,10
tinchoff,AR,"cypher, killjoy",2,33,154,0.67,45%,95.3,0.55,0.09,0,0.09,27%,,0/6,11,18,27,3,0,3
Mrmyself,UN,"breach, sova",2,36,155,0.69,58%,36,0.61,0.25,0.03,0.06,29%,,0/2,14,22,32,9,1,2
Aeonyx,PH,"cypher, vyse",2,33,182.5,0.61,48%,107.5,0.58,0.12,0.06,0.3,25%,,0/5,14,19,31,4,2,10
Felix,UN,"astra, omen",2,33,154.5,0.57,42%,110,0.52,0.03,0.06,0.15,26%,25%,01-Apr,13,17,30,1,2,5
minhchen,DE,"omen, clove, fade",3,75,143.5,0.62,65%,58.6,0.52,0.24,0.01,0.12,36%,29%,02-Jul,14,39,63,18,1,9
chiruchl,JP,sova,1,29,137,0.58,41%,96.1,0.48,0.14,0.07,0.21,30%,25%,01-Apr,11,14,24,4,2,6
Palito,UN,"yoru, jett, neon",3,73,141.5,0.56,51%,105.9,0.48,0.19,0.08,0.22,22%,,0/6,15,35,62,14,6,16
coffeemaker1,UN,"sova, fade",2,72,130.8,0.52,53%,99,0.44,0.22,0.01,0.08,20%,,0/10,16,32,62,16,1,6
Chøcølate,IT,"jett, yoru",2,46,159.7,0.63,46%,104.5,0.57,0.13,0.11,0.24,31%,,0/6,12,26,41,6,5,11
iso,UN,"fade, sova, viper",3,60,151,0.56,72%,96.3,0.48,0.48,0.07,0.1,24%,,0/6,15,29,52,29,4,6
SkyIsBlue,MN,"yoru, neon, sova",3,49,160.3,0.54,53%,106.7,0.51,0.1,0.1,0.14,27%,17%,01-Jun,10,25,46,5,5,7
Vivel,UN,"jett, raze",2,43,168.5,0.65,58%,111,0.56,0.07,0.19,0.21,27%,50%,01-Feb,12,24,37,3,8,9
Nuevo,FR,"cypher, killjoy",2,85,129,0.58,49%,85.9,0.45,0.11,0.06,0.11,34%,20%,Mar-15,12,38,65,9,5,9
Didi,UN,"jett, raze",2,107,168.5,0.65,55%,114.9,0.56,0.1,0.13,0.19,31%,,0/8,14,60,93,11,14,20
estranger,UN,"breach, kayo",2,66,115,0.48,64%,79.2,0.35,0.44,0.03,0.11,23%,18%,02-Nov,12,23,48,29,2,7
Morita,CL,"raze, yoru",2,35,212.5,0.74,57%,128.3,0.71,0.03,0.26,0.31,29%,,0/2,15,25,34,1,9,11
reN,MY,"vyse, breach",2,35,139,0.6,63%,97,0.51,0.23,0.09,0.06,38%,,0/3,11,18,30,8,3,2
sewie,UN,"clove, omen",2,32,150.5,0.55,63%,104.6,0.53,0.38,0.06,0.09,18%,17%,01-Jun,14,17,31,12,2,3
WiFi,KR,"cypher, viper, sova",3,133,131.5,0.57,66%,91.2,0.41,0.27,0.03,0.08,22%,,0/25,11,55,96,36,4,10
m3ndeS,BR,"brimstone, omen, viper",3,96,145,0.6,53%,100.5,0.5,0.21,0.02,0.14,31%,8%,01-Dec,14,48,80,20,2,13
Temai,EC,"sova, gekko, breach",3,143,148.6,0.56,57%,99.9,0.49,0.3,0.01,0.14,33%,15%,Mar-20,14,70,124,43,1,20
oddly,UN,"neon, jett, gekko",3,174,179.6,0.61,61%,119.6,0.57,0.21,0.13,0.24,25%,,0/16,14,99,162,37,23,42
Terak,BR,"fade, sova, skye",3,91,112.6,0.57,60%,77.5,0.43,0.24,0.07,0.08,29%,25%,03-Dec,11,39,68,22,6,7
dallas,UN,"fade, sova",2,156,128.7,0.58,61%,87.1,0.44,0.22,0.04,0.11,28%,7%,Jan-14,15,69,120,35,6,17
yakult,KR,"cypher, viper",2,34,143.5,0.59,50%,100.8,0.47,0.35,0.03,0.15,24%,,0/7,9,16,27,12,1,5
dippy,GB,"cypher, vyse",2,46,114,0.63,54%,77.2,0.43,0.11,0.04,0.09,27%,,0/5,11,20,32,5,2,4
Kybok,UN,"sova, breach, fade",3,78,137.8,0.53,60%,93.7,0.44,0.24,0.03,0.05,13%,,0/10,14,34,64,19,2,4
x4sioy,JP,jett,1,35,212.5,0.68,63%,136.2,0.66,0.14,0.26,0.29,20%,,0/1,16,23,34,5,9,10
tdr,AR,"viper, skye, jett",3,66,135,0.6,55%,90.3,0.47,0.17,0.15,0.2,35%,20%,01-May,17,31,52,11,10,13
Lelouch,UN,"breach, sova",2,28,144.5,0.6,46%,92.3,0.54,0.11,0,0.21,34%,13%,01-Aug,10,15,25,3,0,6
hi hey hello,UN,"jett, iso",2,33,178,0.63,58%,119.8,0.58,0.03,0.06,0.21,17%,,0/3,11,19,30,1,2,7
vandals,VE,omen,1,61,101.3,0.48,61%,75.3,0.36,0.26,0.07,0.05,25%,25%,02-Aug,11,22,46,16,4,3
NemVtuber,VN,"yoru, sova",2,37,181,0.69,59%,111.5,0.59,0.11,0.08,0.14,32%,,0/6,14,22,32,4,3,5
jvoh,US,"iso, jett, raze",3,69,172.5,0.61,48%,120.7,0.54,0.14,0.13,0.2,32%,33%,01-Mar,13,37,61,10,9,14
MAREK,VN,"fade, sova, viper",3,69,119.5,0.54,48%,83.2,0.45,0.19,0.03,0.13,20%,7%,Jan-14,13,31,57,13,2,9
emi,US,cypher,1,36,151,0.63,50%,108.4,0.53,0.17,0.03,0.28,40%,20%,01-May,10,19,30,6,1,10
Feint,US,"omen, breach, kayo",3,89,121.8,0.49,62%,94.4,0.42,0.28,0.04,0.07,25%,6%,Jan-18,16,37,76,25,4,6
RqGa,BE,"deadlock, viper",2,35,155,0.57,51%,102.4,0.49,0.26,0,0.09,23%,,0/8,9,17,30,9,0,3
con,UN,"clove, iso, harbor",3,62,162,0.54,53%,115.5,0.55,0.29,0.06,0.05,29%,17%,02-Dec,15,34,63,18,4,3
Waddles,GB,"cypher, sova, fade",3,58,159,0.6,52%,116.7,0.52,0.21,0,0.12,26%,,0/6,15,30,50,12,0,7
NIITEEE,UN,"fade, viper",2,38,144.5,0.56,71%,101.2,0.47,0.42,0.05,0.16,37%,,0/2,11,18,32,16,2,6
Kyan,UN,"omen, harbor",2,110,134.8,0.53,58%,90.4,0.45,0.3,0.06,0.09,29%,,0/7,17,50,94,33,7,10
ziffy,ID,sage,1,28,130,0.57,64%,82.8,0.43,0.32,0.04,0.11,23%,,0/4,12,12,21,9,1,3
fillip1n,BR,sova,1,23,118,0.47,57%,82.1,0.35,0.17,0.04,0,37%,14%,01-Jul,8,8,17,4,1,0
AkaPaka,ES,"iso, sova, breach",3,73,136.8,0.52,59%,102.5,0.44,0.21,0.05,0.15,26%,10%,01-Oct,11,32,62,15,4,11
arg1,UN,"sova, fade, yoru",3,160,148,0.55,48%,101.7,0.49,0.19,0.12,0.11,25%,7%,Jan-14,16,78,143,30,19,17
rima,MA,"sova, fade, clove",3,124,171.7,0.66,58%,112.8,0.6,0.18,0.06,0.18,34%,,0/9,24,75,114,22,8,22
Maikeru,DE,"breach, killjoy, deadlock",3,69,111.3,0.58,59%,80.7,0.43,0.14,0.04,0.04,23%,33%,03-Sep,15,30,52,10,3,3
HORIIWNL,FR,"yoru, clove",2,30,153.5,0.5,57%,102,0.5,0.1,0,0.1,33%,,0/6,11,15,30,3,0,3
Spocki,DE,"omen, viper, astra",3,244,138.8,0.56,65%,91,0.45,0.32,0.05,0.09,29%,8%,Feb-25,15,110,195,79,12,22
Aston,MN,omen,1,34,132.5,0.5,56%,80.4,0.41,0.35,0.03,0.12,40%,,0/6,8,14,28,12,1,4
Kero,VN,sova,1,34,145.5,0.52,56%,106.6,0.47,0.06,0.09,0.09,24%,,0/11,10,16,31,2,3,3
Hina,AU,"sova, vyse, fade",3,241,139.7,0.55,61%,97.6,0.46,0.27,0.02,0.15,26%,11%,Apr-35,14,111,201,66,6,36
juterr,UN,"viper, omen, yoru",3,79,153.3,0.54,78%,88.1,0.48,0.43,0.09,0.15,24%,22%,02-Sep,16,38,70,34,7,12
illogical,UN,sova,1,104,135,0.54,52%,91.2,0.43,0.14,0.06,0.11,37%,,0/14,13,45,84,15,6,11
gyenWoo,TW,killjoy,1,48,163.5,0.67,58%,107.3,0.54,0.08,0.1,0.13,25%,17%,01-Jun,17,26,39,4,5,6
CornerGinger,US,"fade, sova, breach",3,63,150,0.55,59%,107.2,0.49,0.19,0.03,0.05,26%,10%,01-Oct,10,31,56,12,2,3
Lumi,UN,"omen, killjoy",2,31,157,0.54,58%,109.8,0.48,0.16,0.06,0.06,22%,,0/7,9,15,28,5,2,2
Kinniy,JP,"neon, raze, vyse",3,121,160.8,0.62,60%,104.5,0.52,0.2,0.07,0.16,24%,10%,01-Oct,16,63,102,24,8,19
kin,TW,"cypher, iso, vyse",3,53,153.7,0.49,58%,110.8,0.45,0.25,0.06,0.08,17%,,0/6,10,24,49,13,3,4
Osa,UN,cypher,1,22,124,0.56,55%,87.5,0.41,0.18,0,0.09,33%,,0/2,9,9,16,4,0,2
Carnage,US,"killjoy, cypher, vyse",3,56,168,0.74,61%,111.4,0.61,0.09,0.11,0.14,38%,,0/2,14,34,46,5,6,8
wast3d,US,"killjoy, vyse",2,31,136,0.52,35%,86.3,0.45,0.03,0.06,0.13,19%,10%,01-Oct,10,14,27,1,2,4
FcHoMpA,UN,sova,1,31,179,0.55,52%,117,0.52,0.26,0,0.1,15%,,0/4,9,16,29,8,0,3
MAKIMA,TW,"omen, fade",2,33,131,0.47,61%,88.5,0.42,0.27,0.03,0.09,35%,,0/3,8,14,30,9,1,3
OchaMae,JP,"sova, sage",2,29,136,0.54,48%,101,0.48,0.14,0,0.03,16%,,0/2,7,14,26,4,0,1
sena,JP,"breach, kayo",2,29,121.5,0.42,52%,74,0.38,0.34,0,0.03,25%,,0/8,7,11,26,10,0,1
Source,UN,"omen, breach, sova",3,156,126.3,0.51,60%,83,0.42,0.33,0.02,0.08,24%,14%,Apr-29,10,65,128,51,3,13
Jojo,PH,"cypher, viper, omen",3,64,165.3,0.6,50%,105.5,0.56,0.16,0.05,0.17,33%,10%,01-Oct,13,36,60,10,3,11
Grmekista,SI,"breach, tejo, deadlock",3,96,134.2,0.56,53%,97.4,0.46,0.16,0.01,0.09,26%,7%,Jan-14,16,44,79,15,1,9
Fantasmitawr,CO,"clove, cypher, killjoy",3,114,161.7,0.56,55%,111.6,0.51,0.16,0.08,0.15,22%,4%,Jan-26,16,58,103,18,9,17
Awayk,KR,"jett, neon, raze",3,67,162.7,0.71,55%,102.7,0.58,0.09,0.06,0.24,19%,,0/5,17,39,55,6,4,16
deigara,AR,sova,1,33,152.5,0.59,67%,114,0.52,0.21,0.06,0.03,28%,,0/5,13,17,29,7,2,1
dank,US,"sova, fade",2,30,65.5,0.35,57%,46.5,0.23,0.1,0,0.03,39%,,0/5,7,7,20,3,0,1
devy,UN,"omen, reyna",2,60,136,0.57,68%,94.5,0.48,0.33,0.07,0.2,25%,,0/6,13,29,51,20,4,12
nupnipp,UN,"neon, raze",2,33,171.5,0.61,55%,100.9,0.58,0.12,0.21,0.21,28%,,,13,19,31,4,7,7
Bullet,SG,"viper, vyse",2,35,157,0.55,60%,105.8,0.49,0.26,0.03,0.06,14%,20%,01-May,10,17,31,9,1,2
Kiddouk,EG,"raze, neon, jett",3,81,173.8,0.61,60%,120.2,0.53,0.23,0.16,0.21,34%,,0/4,13,43,70,19,13,17
RESLYDE,NZ,"jett, raze, neon",3,112,148,0.65,63%,98.8,0.54,0.16,0.07,0.19,20%,11%,01-Sep,17,60,93,18,8,21
Truong,DE,"jett, neon",2,75,156.8,0.61,49%,74.6,0.56,0.09,0.08,0.21,26%,,0/5,19,42,69,7,6,16
primus,UN,omen,1,29,140.5,0.5,55%,97.8,0.48,0.24,0,0.14,35%,11%,01-Sep,11,14,28,7,0,4
Rico,KR,"omen, brimstone, viper",3,74,142.3,0.56,65%,83.2,0.49,0.28,0.09,0.12,25%,22%,02-Sep,12,36,64,21,7,9
RaselColijn,UN,"astra, omen",2,41,162.5,0.64,51%,99.4,0.56,0.22,0.05,0.17,33%,,0/7,13,23,36,9,2,7
Vazaga,AR,"gekko, kayo, viper",3,67,142.5,0.53,60%,93.1,0.48,0.22,0.03,0.12,29%,13%,01-Aug,12,32,60,15,2,8
shiva,VN,"jett, viper, raze",3,114,157.5,0.54,52%,108.4,0.46,0.18,0.08,0.16,11%,9%,01-Nov,12,53,98,21,9,18
curve,IE,"fade, sova",2,41,157.5,0.62,56%,103.4,0.51,0.22,0.02,0.17,16%,,0/4,15,21,34,9,1,7
Kmlord,DO,"omen, clove, cypher",3,67,160.8,0.6,55%,102.2,0.54,0.13,0.15,0.15,20%,,0/13,12,36,60,9,10,10
Psyk0jjKK,UN,fade,1,100,140.7,0.49,55%,98.1,0.44,0.33,0.04,0.11,25%,,0/12,15,44,90,33,4,11
Narukami,CA,"clove, omen",2,78,142.3,0.57,51%,95.1,0.5,0.23,0.04,0.09,26%,5%,Jan-19,15,39,69,18,3,7
Chewbecca,IT,"sova, gekko, viper",3,64,155.8,0.52,61%,113.4,0.47,0.27,0.08,0.16,31%,,0/13,11,30,58,17,5,10
hehehellen,BR,"astra, viper, brimstone",3,51,132.7,0.45,59%,91.4,0.39,0.43,0.04,0.12,17%,9%,01-Nov,12,20,44,22,2,6
AD4M,IL,vyse,1,38,158,0.63,58%,106.8,0.53,0.34,0.11,0.21,27%,,0/3,12,20,32,13,4,8
ary,SV,"omen, astra",2,30,119,0.38,47%,85.4,0.33,0.3,0,0,18%,,0/7,7,10,26,9,0,0
